192.168.0.0,device-0
192.168.12.232,device-3304
192.168.12.233,device-3305
192.168.12.234,device-3306
192.168.12.235,device-3307
192.168.12.236,device-3308
192.168.12.237,device-3309
192.168.12.238,device-3310
192.168.12.239,device-3311
192.168.12.240,device-3312
192.168.12.241,device-3313
192.168.12.242,device-3314
192.168.12.243,device-3315
192.168.12.244,device-3316
192.168.12.245,device-3317
192.168.12.246,device-3318
192.168.12.247,device-3319
192.168.12.248,device-3320
192.168.12.249,device-3321
192.168.12.250,device-3322
192.168.12.251,device-3323
192.168.12.252,device-3324
192.168.12.253,device-3325
192.168.12.254,device-3326
192.168.12.255,device-3327
192.168.13.0,device-3328
192.168.13.1,device-3329
192.168.13.2,device-3330
192.168.13.3,device-3331
192.168.13.4,device-3332
192.168.13.5,device-3333
192.168.13.6,device-3334
192.168.13.7,device-3335
192.168.13.8,device-3336
192.168.13.9,device-3337
192.168.13.10,device-3338
192.168.13.11,device-3339
192.168.13.12,device-3340
192.168.13.13,device-3341
192.168.13.14,device-3342
192.168.13.15,device-3343
192.168.13.16,device-3344
192.168.13.17,device-3345
192.168.13.18,device-3346
192.168.13.19,device-3347
192.168.13.20,device-3348
192.168.13.21,device-3349
192.168.13.22,device-3350
192.168.13.23,device-3351
192.168.13.24,device-3352
192.168.13.25,device-3353
192.168.13.26,device-3354
192.168.13.27,device-3355
192.168.13.28,device-3356
192.168.13.29,device-3357
192.168.13.30,device-3358
192.168.13.31,device-3359
192.168.13.32,device-3360
192.168.13.33,device-3361
192.168.13.34,device-3362
192.168.13.35,device-3363
192.168.13.36,device-3364
192.168.13.37,device-3365
192.168.13.38,device-3366
192.168.13.39,device-3367
192.168.13.40,device-3368
192.168.13.41,device-3369
192.168.13.42,device-3370
192.168.13.43,device-3371
192.168.13.44,device-3372
192.168.13.45,device-3373
192.168.13.46,device-3374
192.168.13.47,device-3375
192.168.13.48,device-3376
192.168.13.49,device-3377
192.168.13.50,device-3378
192.168.13.51,device-3379
192.168.13.52,device-3380
192.168.13.53,device-3381
192.168.13.54,device-3382
192.168.13.55,device-3383
192.168.13.56,device-3384
192.168.13.57,device-3385
192.168.13.58,device-3386
192.168.13.59,device-3387
192.168.13.60,device-3388
192.168.13.61,device-3389
192.168.13.62,device-3390
192.168.13.63,device-3391
192.168.13.64,device-3392
192.168.13.65,device-3393
192.168.13.66,device-3394
192.168.13.67,device-3395
192.168.13.68,device-3396
192.168.13.69,device-3397
192.168.13.70,device-3398
192.168.13.71,device-3399
192.168.13.72,device-3400
192.168.13.73,device-3401
192.168.13.74,device-3402
192.168.13.75,device-3403
192.168.13.76,device-3404
192.168.13.77,device-3405
192.168.13.78,device-3406
192.168.13.79,device-3407
192.168.13.80,device-3408
192.168.13.81,device-3409
192.168.13.82,device-3410
192.168.13.83,device-3411
192.168.13.84,device-3412
192.168.13.85,device-3413
192.168.13.86,device-3414
192.168.13.87,device-3415
192.168.13.88,device-3416
192.168.13.89,device-3417
192.168.13.90,device-3418
192.168.13.91,device-3419
192.168.13.92,device-3420
192.168.13.93,device-3421
192.168.13.94,device-3422
192.168.13.95,device-3423
192.168.13.96,device-3424
192.168.13.97,device-3425
192.168.13.98,device-3426
192.168.13.99,device-3427
192.168.13.100,device-3428
192.168.13.101,device-3429
192.168.13.102,device-3430
192.168.13.103,device-3431
192.168.13.104,device-3432
192.168.13.105,device-3433
192.168.13.106,device-3434
192.168.13.107,device-3435
192.168.13.108,device-3436
192.168.13.109,device-3437
192.168.13.110,device-3438
192.168.13.111,device-3439
192.168.13.112,device-3440
192.168.13.113,device-3441
192.168.13.114,device-3442
192.168.13.115,device-3443
192.168.13.116,device-3444
192.168.13.117,device-3445
192.168.13.118,device-3446
192.168.13.119,device-3447
192.168.13.120,device-3448
192.168.13.121,device-3449
192.168.13.122,device-3450
192.168.13.123,device-3451
192.168.13.124,device-3452
192.168.13.125,device-3453
192.168.13.126,device-3454
192.168.13.127,device-3455
192.168.13.128,device-3456
192.168.13.129,device-3457
192.168.13.130,device-3458
192.168.13.131,device-3459
192.168.13.132,device-3460
192.168.13.133,device-3461
192.168.13.134,device-3462
192.168.13.135,device-3463
192.168.13.136,device-3464
192.168.13.137,device-3465
192.168.13.138,device-3466
192.168.13.139,device-3467
192.168.13.140,device-3468
192.168.13.141,device-3469
192.168.13.142,device-3470
192.168.13.143,device-3471
192.168.13.144,device-3472
192.168.13.145,device-3473
192.168.13.146,device-3474
192.168.13.147,device-3475
192.168.13.148,device-3476
192.168.13.149,device-3477
192.168.13.150,device-3478
192.168.13.151,device-3479
192.168.13.152,device-3480
192.168.13.153,device-3481
192.168.13.154,device-3482
192.168.13.155,device-3483
192.168.13.156,device-3484
192.168.13.157,device-3485
192.168.13.158,device-3486
192.168.13.159,device-3487
192.168.13.160,device-3488
192.168.13.161,device-3489
192.168.13.162,device-3490
192.168.13.163,device-3491
192.168.13.164,device-3492
192.168.13.165,device-3493
192.168.13.166,device-3494
192.168.13.167,device-3495
192.168.13.168,device-3496
192.168.13.169,device-3497
192.168.13.170,device-3498
192.168.13.171,device-3499
192.168.13.172,device-3500
192.168.13.173,device-3501
192.168.13.174,device-3502
192.168.13.175,device-3503
192.168.13.176,device-3504
192.168.13.177,device-3505
192.168.13.178,device-3506
192.168.13.179,device-3507
192.168.13.180,device-3508
192.168.13.181,device-3509
192.168.13.182,device-3510
192.168.13.183,device-3511
192.168.13.184,device-3512
192.168.13.185,device-3513
192.168.13.186,device-3514
192.168.13.187,device-3515
192.168.13.188,device-3516
192.168.13.189,device-3517
192.168.13.190,device-3518
192.168.13.191,device-3519
192.168.13.192,device-3520
192.168.13.193,device-3521
192.168.13.194,device-3522
192.168.13.195,device-3523
192.168.13.196,device-3524
192.168.13.197,device-3525
192.168.13.198,device-3526
192.168.13.199,device-3527
192.168.13.200,device-3528
192.168.13.201,device-3529
192.168.13.202,device-3530
192.168.13.203,device-3531
192.168.13.204,device-3532
192.168.13.205,device-3533
192.168.13.206,device-3534
192.168.13.207,device-3535
192.168.13.208,device-3536
192.168.13.209,device-3537
192.168.13.210,device-3538
192.168.13.211,device-3539
192.168.13.212,device-3540
192.168.13.213,device-3541
192.168.13.214,device-3542
192.168.13.215,device-3543
192.168.13.216,device-3544
192.168.13.217,device-3545
192.168.13.218,device-3546
192.168.13.219,device-3547
192.168.13.220,device-3548
192.168.13.221,device-3549
192.168.13.222,device-3550
192.168.13.223,device-3551
192.168.13.224,device-3552
192.168.13.225,device-3553
192.168.13.226,device-3554
192.168.13.227,device-3555
192.168.13.228,device-3556
192.168.13.229,device-3557
192.168.13.230,device-3558
192.168.13.231,device-3559
192.168.13.232,device-3560
192.168.13.233,device-3561
192.168.13.234,device-3562
192.168.13.235,device-3563
192.168.13.236,device-3564
192.168.13.237,device-3565
192.168.13.238,device-3566
192.168.13.239,device-3567
192.168.13.240,device-3568
192.168.13.241,device-3569
192.168.13.242,device-3570
192.168.13.243,device-3571
192.168.13.244,device-3572
192.168.13.245,device-3573
192.168.13.246,device-3574
192.168.13.247,device-3575
192.168.13.248,device-3576
192.168.13.249,device-3577
192.168.13.250,device-3578
192.168.13.251,device-3579
192.168.13.252,device-3580
192.168.13.253,device-3581
192.168.13.254,device-3582
192.168.13.255,device-3583
192.168.14.0,device-3584
192.168.14.1,device-3585
192.168.14.2,device-3586
192.168.14.3,device-3587
192.168.14.4,device-3588
192.168.14.5,device-3589
192.168.14.6,device-3590
192.168.14.7,device-3591
192.168.14.8,device-3592
192.168.14.9,device-3593
192.168.14.10,device-3594
192.168.14.11,device-3595
192.168.14.12,device-3596
192.168.14.13,device-3597
192.168.14.14,device-3598
192.168.14.15,device-3599
192.168.14.16,device-3600
192.168.14.17,device-3601
192.168.14.18,device-3602
192.168.14.19,device-3603
192.168.14.20,device-3604
192.168.14.21,device-3605
192.168.14.22,device-3606
192.168.14.23,device-3607
192.168.14.24,device-3608
192.168.14.25,device-3609
192.168.14.26,device-3610
192.168.14.27,device-3611
192.168.14.28,device-3612
192.168.14.29,device-3613
192.168.14.30,device-3614
192.168.14.31,device-3615
192.168.14.32,device-3616
192.168.14.33,device-3617
192.168.14.34,device-3618
192.168.14.35,device-3619
192.168.14.36,device-3620
192.168.14.37,device-3621
192.168.14.38,device-3622
192.168.14.39,device-3623
192.168.14.40,device-3624
192.168.14.41,device-3625
192.168.14.42,device-3626
192.168.14.43,device-3627
192.168.14.44,device-3628
192.168.14.45,device-3629
192.168.14.46,device-3630
192.168.14.47,device-3631
192.168.14.48,device-3632
192.168.14.49,device-3633
192.168.14.50,device-3634
192.168.14.51,device-3635
192.168.14.52,device-3636
192.168.14.53,device-3637
192.168.14.54,device-3638
192.168.14.55,device-3639
192.168.14.56,device-3640
192.168.14.57,device-3641
192.168.14.58,device-3642
192.168.14.59,device-3643
192.168.14.60,device-3644
192.168.14.61,device-3645
192.168.14.62,device-3646
192.168.14.63,device-3647
192.168.14.64,device-3648
192.168.14.65,device-3649
192.168.14.66,device-3650
192.168.14.67,device-3651
192.168.14.68,device-3652
192.168.14.69,device-3653
192.168.14.70,device-3654
192.168.14.71,device-3655
192.168.14.72,device-3656
192.168.14.73,device-3657
192.168.14.74,device-3658
192.168.14.75,device-3659
192.168.14.76,device-3660
192.168.14.77,device-3661
192.168.14.78,device-3662
192.168.14.79,device-3663
192.168.14.80,device-3664
192.168.14.81,device-3665
192.168.14.82,device-3666
192.168.14.83,device-3667
192.168.14.84,device-3668
192.168.14.85,device-3669
192.168.14.86,device-3670
192.168.14.87,device-3671
192.168.14.88,device-3672
192.168.14.89,device-3673
192.168.14.90,device-3674
192.168.14.91,device-3675
192.168.14.92,device-3676
192.168.14.93,device-3677
192.168.14.94,device-3678
192.168.14.95,device-3679
192.168.14.96,device-3680
192.168.14.97,device-3681
192.168.14.98,device-3682
192.168.14.99,device-3683
192.168.14.100,device-3684
192.168.14.101,device-3685
192.168.14.102,device-3686
192.168.14.103,device-3687
192.168.14.104,device-3688
192.168.14.105,device-3689
192.168.14.106,device-3690
192.168.14.107,device-3691
192.168.14.108,device-3692
192.168.14.109,device-3693
192.168.14.110,device-3694
192.168.14.111,device-3695
192.168.14.112,device-3696
192.168.14.113,device-3697
192.168.14.114,device-3698
192.168.14.115,device-3699
192.168.14.116,device-3700
192.168.14.117,device-3701
192.168.14.118,device-3702
192.168.14.119,device-3703
192.168.14.120,device-3704
192.168.14.121,device-3705
192.168.14.122,device-3706
192.168.14.123,device-3707
192.168.14.124,device-3708
192.168.14.125,device-3709
192.168.14.126,device-3710
192.168.14.127,device-3711
192.168.14.128,device-3712
192.168.14.129,device-3713
192.168.14.130,device-3714
192.168.14.131,device-3715
192.168.14.132,device-3716
192.168.14.133,device-3717
192.168.14.134,device-3718
192.168.14.135,device-3719
192.168.14.136,device-3720
192.168.14.137,device-3721
192.168.14.138,device-3722
192.168.14.139,device-3723
192.168.14.140,device-3724
192.168.14.141,device-3725
192.168.14.142,device-3726
192.168.14.143,device-3727
192.168.14.144,device-3728
192.168.14.145,device-3729
192.168.14.146,device-3730
192.168.14.147,device-3731
192.168.14.148,device-3732
192.168.14.149,device-3733
192.168.14.150,device-3734
192.168.14.151,device-3735
192.168.14.152,device-3736
192.168.14.153,device-3737
192.168.14.154,device-3738
192.168.14.155,device-3739
192.168.14.156,device-3740
192.168.14.157,device-3741
192.168.14.158,device-3742
192.168.14.159,device-3743
192.168.14.160,device-3744
192.168.14.161,device-3745
192.168.14.162,device-3746
192.168.14.163,device-3747
192.168.14.164,device-3748
192.168.14.165,device-3749
192.168.14.166,device-3750
192.168.14.167,device-3751
192.168.14.168,device-3752
192.168.14.169,device-3753
192.168.14.170,device-3754
192.168.14.171,device-3755
192.168.14.172,device-3756
192.168.14.173,device-3757
192.168.14.174,device-3758
192.168.14.175,device-3759
192.168.14.176,device-3760
192.168.14.177,device-3761
192.168.14.178,device-3762
192.168.14.179,device-3763
192.168.14.180,device-3764
192.168.14.181,device-3765
192.168.14.182,device-3766
192.168.14.183,device-3767
192.168.14.184,device-3768
192.168.14.185,device-3769
192.168.14.186,device-3770
192.168.14.187,device-3771
192.168.14.188,device-3772
192.168.14.189,device-3773
192.168.14.190,device-3774
192.168.14.191,device-3775
192.168.14.192,device-3776
192.168.14.193,device-3777
192.168.14.194,device-3778
192.168.14.195,device-3779
192.168.14.196,device-3780
192.168.14.197,device-3781
192.168.14.198,device-3782
192.168.14.199,device-3783
192.168.14.200,device-3784
192.168.14.201,device-3785
192.168.14.202,device-3786
192.168.14.203,device-3787
192.168.14.204,device-3788
192.168.14.205,device-3789
192.168.14.206,device-3790
192.168.14.207,device-3791
192.168.14.208,device-3792
192.168.14.209,device-3793
192.168.14.210,device-3794
192.168.14.211,device-3795
192.168.14.212,device-3796
192.168.14.213,device-3797
192.168.14.214,device-3798
192.168.14.215,device-3799
192.168.14.216,device-3800
192.168.14.217,device-3801
192.168.14.218,device-3802
192.168.14.219,device-3803
192.168.14.220,device-3804
192.168.14.221,device-3805
192.168.14.222,device-3806
192.168.14.223,device-3807
192.168.14.224,device-3808
192.168.14.225,device-3809
192.168.14.226,device-3810
192.168.14.227,device-3811
192.168.14.228,device-3812
192.168.14.229,device-3813
192.168.14.230,device-3814
192.168.14.231,device-3815
192.168.14.232,device-3816
192.168.14.233,device-3817
192.168.14.234,device-3818
192.168.14.235,device-3819
192.168.14.236,device-3820
192.168.14.237,device-3821
192.168.14.238,device-3822
192.168.14.239,device-3823
192.168.14.240,device-3824
192.168.14.241,device-3825
192.168.14.242,device-3826
192.168.14.243,device-3827
192.168.14.244,device-3828
192.168.14.245,device-3829
192.168.14.246,device-3830
192.168.14.247,device-3831
192.168.14.248,device-3832
192.168.14.249,device-3833
192.168.14.250,device-3834
192.168.14.251,device-3835
192.168.14.252,device-3836
192.168.14.253,device-3837
192.168.14.254,device-3838
192.168.14.255,device-3839
192.168.15.0,device-3840
192.168.15.1,device-3841
192.168.15.2,device-3842
192.168.15.3,device-3843
192.168.15.4,device-3844
192.168.15.5,device-3845
192.168.15.6,device-3846
192.168.15.7,device-3847
192.168.15.8,device-3848
192.168.15.9,device-3849
192.168.15.10,device-3850
192.168.15.11,device-3851
192.168.15.12,device-3852
192.168.15.13,device-3853
192.168.15.14,device-3854
192.168.15.15,device-3855
192.168.15.16,device-3856
192.168.15.17,device-3857
192.168.15.18,device-3858
192.168.15.19,device-3859
192.168.15.20,device-3860
192.168.15.21,device-3861
192.168.15.22,device-3862
192.168.15.23,device-3863
192.168.15.24,device-3864
192.168.15.25,device-3865
192.168.15.26,device-3866
192.168.15.27,device-3867
192.168.15.28,device-3868
192.168.15.29,device-3869
192.168.15.30,device-3870
192.168.15.31,device-3871
192.168.15.32,device-3872
192.168.15.33,device-3873
192.168.15.34,device-3874
192.168.15.35,device-3875
192.168.15.36,device-3876
192.168.15.37,device-3877
192.168.15.38,device-3878
192.168.15.39,device-3879
192.168.15.40,device-3880
192.168.15.41,device-3881
192.168.15.42,device-3882
192.168.15.43,device-3883
192.168.15.44,device-3884
192.168.15.45,device-3885
192.168.15.46,device-3886
192.168.15.47,device-3887
192.168.15.48,device-3888
192.168.15.49,device-3889
192.168.15.50,device-3890
192.168.15.51,device-3891
192.168.15.52,device-3892
192.168.15.53,device-3893
192.168.15.54,device-3894
192.168.15.55,device-3895
192.168.15.56,device-3896
192.168.15.57,device-3897
192.168.15.58,device-3898
192.168.15.59,device-3899
192.168.15.60,device-3900
192.168.15.61,device-3901
192.168.15.62,device-3902
192.168.15.63,device-3903
192.168.15.64,device-3904
192.168.15.65,device-3905
192.168.15.66,device-3906
192.168.15.67,device-3907
192.168.15.68,device-3908
192.168.15.69,device-3909
192.168.15.70,device-3910
192.168.15.71,device-3911
192.168.15.72,device-3912
192.168.15.73,device-3913
192.168.15.74,device-3914
192.168.15.75,device-3915
192.168.15.76,device-3916
192.168.15.77,device-3917
192.168.15.78,device-3918
192.168.15.79,device-3919
192.168.15.80,device-3920
192.168.15.81,device-3921
192.168.15.82,device-3922
192.168.15.83,device-3923
192.168.15.84,device-3924
192.168.15.85,device-3925
192.168.15.86,device-3926
192.168.15.87,device-3927
192.168.15.88,device-3928
192.168.15.89,device-3929
192.168.15.90,device-3930
192.168.15.91,device-3931
192.168.15.92,device-3932
192.168.15.93,device-3933
192.168.15.94,device-3934
192.168.15.95,device-3935
192.168.15.96,device-3936
192.168.15.97,device-3937
192.168.15.98,device-3938
192.168.15.99,device-3939
192.168.15.100,device-3940
192.168.15.101,device-3941
192.168.15.102,device-3942
192.168.15.103,device-3943
192.168.15.104,device-3944
192.168.15.105,device-3945
192.168.15.106,device-3946
192.168.15.107,device-3947
192.168.15.108,device-3948
192.168.15.109,device-3949
192.168.15.110,device-3950
192.168.15.111,device-3951
192.168.15.112,device-3952
192.168.15.113,device-3953
192.168.15.114,device-3954
192.168.15.115,device-3955
192.168.15.116,device-3956
192.168.15.117,device-3957
192.168.15.118,device-3958
192.168.15.119,device-3959
192.168.15.120,device-3960
192.168.15.121,device-3961
192.168.15.122,device-3962
192.168.15.123,device-3963
192.168.15.124,device-3964
192.168.15.125,device-3965
192.168.15.126,device-3966
192.168.15.127,device-3967
192.168.15.128,device-3968
192.168.15.129,device-3969
192.168.15.130,device-3970
192.168.15.131,device-3971
192.168.15.132,device-3972
192.168.15.133,device-3973
192.168.15.134,device-3974
192.168.15.135,device-3975
192.168.15.136,device-3976
192.168.15.137,device-3977
192.168.15.138,device-3978
192.168.15.139,device-3979
192.168.15.140,device-3980
192.168.15.141,device-3981
192.168.15.142,device-3982
192.168.15.143,device-3983
192.168.15.144,device-3984
192.168.15.145,device-3985
192.168.15.146,device-3986
192.168.15.147,device-3987
192.168.15.148,device-3988
192.168.15.149,device-3989
192.168.15.150,device-3990
192.168.15.151,device-3991
192.168.15.152,device-3992
192.168.15.153,device-3993
192.168.15.154,device-3994
192.168.15.155,device-3995
192.168.15.156,device-3996
192.168.15.157,device-3997
192.168.15.158,device-3998
192.168.15.159,device-3999
